,author,likes,tags,text
643,"Nicholas Sparks,",6819,"['dear-john', 'love', 'nicholas-sparks', 'romance', 'the-notebook']","They didn’t agree on much. In fact, they didn’t agree on anything. They fought all the time and challenged each other ever day. But despite their differences, they had one important thing in common. They were crazy about each other."
644,"Cassandra Clare,",6802,"['clary-fray', 'jace-wayland', 'love']","You could have had anything else in the world, and you asked for me."
645,Alan Moore,6790,['life'],"My experience of life is that it is not divided up into genres; it’s a horrifying, romantic, tragic, comical, science-fiction cowboy detective novel. You know, with a bit of pornography if you're lucky."
646,Sarah   Williams,6789,"['night', 'poetry']",I have loved the stars too fondly to be fearful of the night.
647,"Leo Tolstoy  ,",6788,"['family', 'first-sentence']",All happy families are alike; each unhappy family is unhappy in its own way.
648,"Fran Lebowitz,",6782,"['advice-for-daily-living', 'books', 'reader', 'reading', 'speaking', 'thinking', 'wisdom']",Think before you speak. Read before you think.
649,"William Shakespear,",6782,['philosophy'],"There is nothing either good or bad, but thinking makes it so."
650,Charles Bukowski,6775,['6775 likes'],what matters most is how well you walk through the fire
651,"Neil Gaiman,",6744,['love'],"Have you ever been in love? Horrible isn't it? It makes you so vulnerable. It opens your chest and it opens up your heart and it means that someone can get inside you and mess you up. You build up all these defenses, you build up a whole suit of armor, so that nothing can hurt you, then one stupid person, no different from any other stupid person, wanders into your stupid life...You give them a piece of you. They didn't ask for it. They did something dumb one day, like kiss you or smile at you, and then your life isn't your own anymore. Love takes hostages. It gets inside you. It eats you out and leaves you crying in the darkness, so simple a phrase like 'maybe we should be just friends' turns into a glass splinter working its way into your heart. It hurts. Not just in the imagination. Not just in the mind. It's a soul-hurt, a real gets-inside-you-and-rips-you-apart pain. I hate love."
652,"J.R.R. Tolkien,",6716,"['hope', 'inspirational', 'love']","The world is indeed full of peril, and in it there are many dark places; but still there is much that is fair, and though in all lands love is now mingled with grief, it grows perhaps the greater."
653,"Jane Austen,",6713,"['husband', 'marriage', 'opening-lines', 'wife']","It is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a wife."
654,"Roald Dahl,",6710,"['books', 'humor', 'television']","So please, oh please, we beg, we pray"
655,Charles M. Schulz,6705,"['animals', 'dogs', 'happiness', 'humor', 'puppies']",Happiness is a warm puppy.
656,Jon Katz,6702,"['faith', 'friends', 'friendship', 'love']","I think if I've learned anything about friendship, it's to hang in, stay connected, fight for them, and let them fight for you. Don't walk away, don't be distracted, don't be too busy or tired, don't take them for granted. Friends are part of the glue that holds life and faith together. Powerful stuff."
657,J. D. Salinger,6684,"['salinger', 'stories']","Don't ever tell anybody anything. If you do, you start missing everybody."
658,Saul Bellow,6666,"['imagination', 'inspiration', 'writing']",You never have to change anything you got up in the middle of the night to write.
659,"Pablo Neruda,",6660,['love'],"Love is so short, forgetting is so long."
660,Charles Bukowski,6659,['6659 likes'],"We're all going to die, all of us, what a circus! That alone should make us love each other but it doesn't. We are terrorized and flattened by trivialities, we are eaten up by nothing."
661,Benjamin Franklin,6658,['hmmm'],Either write something worth reading or do something worth writing.
662,William Shakespeare,6658,['destiny'],It is not in the stars to hold our destiny but in ourselves.
663,"John Green,",6638,"['broccoli', 'chocolate', 'joy', 'pleasures', 'suffering']","Without pain, how could we know joy?' This is an old argument in the field of thinking about suffering and its stupidity and lack of sophistication could be plumbed for centuries but suffice it to say that the existence of broccoli does not, in any way, affect the taste of chocolate."
664,Stephen King,6622,['books'],Good books don't give up all their secrets at once.
665,Martin Luther King Jr.,6605,['inspirational'],"If you can't fly then run, if you can't run then walk, if you can't walk then crawl, but whatever you do you have to keep moving forward."
666,"Victor Hugo,",6596,['6596 likes'],"He never went out without a book under his arm, and he often came back with two."
667,Alice Hoffman,6587,['books'],Books may well be the only true magic.
668,"Charles Bukowski,",6577,"['fire', 'flame', 'isolation', 'laughter', 'loss', 'sacrifice']","If you're going to try, go all the way. Otherwise, don't even start. This could mean losing girlfriends, wives, relatives and maybe even your mind. It could mean not eating for three or four days. It could mean freezing on a park bench. It could mean jail. It could mean derision. It could mean mockery--isolation. Isolation is the gift. All the others are a test of your endurance, of how much you really want to do it. And, you'll do it, despite rejection and the worst odds. And it will be better than anything else you can imagine. If you're going to try, go all the way. There is no other feeling like that. You will be alone with the gods, and the nights will flame with fire. You will ride life straight to perfect laughter. It's the only good fight there is."
669,William Faulkner,6547,"['reading', 'writing']","Read, read, read. Read everything -- trash, classics, good and bad, and see how they do it. Just like a carpenter who works as an apprentice and studies the master. Read! You'll absorb it"
670,Maya Angelou,6546,"['character', 'consistency', 'courage', 'determination', 'essence', 'ethos', 'fortitude', 'goodness', 'inspiration', 'life-lessons', 'persistence', 'resolve', 'self-reliance', 'strength', 'virtue', 'virtues']","Courage is the most important of all the virtues because without courage, you can't practice any other virtue consistently."
671,Rumi,6542,"['brokenness', 'healing', 'scars', 'suffering']",The wound is the place where the Light enters you.
672,"Khaled Hosseini,",6535,['the-kite-runner'],"For you, a thousand times over"
673,"Isaac Asimov,",6526,"['humor', 'inspirational', 'philosophy', 'wisdom']",Never let your sense of morals prevent you from doing what is right.
674,Albert Einstein,6496,"['compassion', 'einstein', 'nature', 'philosophy']","A human being is a part of the whole called by us universe, a part limited in time and space. He experiences himself, his thoughts and feeling as something separated from the rest, a kind of optical delusion of his consciousness. This delusion is a kind of prison for us, restricting us to our personal desires and to affection for a few persons nearest to us. Our task must be to free ourselves from this prison by widening our circle of compassion to embrace all living creatures and the whole of nature in its beauty."
675,"George R.R. Martin,",6495,"['bravery', 'courage', 'fear']",Bran thought about it. 'Can a man still be brave if he's afraid?
676,Oscar Wilde,6495,"['power', 'sex']",Everything in the world is about sex except sex. Sex is about power.
677,"Stephen Chbosky,",6493,['poem'],Once on a yellow piece of paper with green line
678,"Katie McGarry,",6479,['trouble'],I don't go looking for trouble. Trouble usually finds me.
679,"Marie Lu,",6477,['6477 likes'],"Each day means a new twenty-four hours. Each day means everything's possible again. You live in the moment, you die in the moment, you take it all one day at a time."
680,Woody Allen,6472,"['humor', 'life', 'sex']","I don't know the question, but sex is definitely the answer."
681,maya angelou,6460,"['humor', 'inspirational', 'life']",I love to see a young girl go out and grab the world by the lapels. Life's a bitch. You've got to go out and kick ass.
682,"Jane Austen,",6449,"['elizabeth-bennet', 'jane-austen']","There are few people whom I really love, and still fewer of whom I think well. The more I see of the world, the more am I dissatisfied with it; and every day confirms my belief of the inconsistency of all human characters, and of the little dependence that can be placed on the appearance of merit or sense."
683,Mark Twain,6445,['heartbreak'],Never allow someone to be your priority while allowing yourself to be their option.
684,James Baldwin,6443,"['books', 'empathy', 'pain', 'reading']","You think your pain and your heartbreak are unprecedented in the history of the world, but then you read. It was books that taught me that the things that tormented me most were the very things that connected me with all the people who were alive, who had ever been alive."
685,Mark Twain,6443,"['humor', 'knowledge']","I was gratified to be able to answer promptly, and I did. I said I didn’t know."
686,"William Shakespeare,",6437,['inspirational'],Hell is empty and all the devils are here.
687,"Jane Smiley,",6422,"['books', 'reading']","Many people, myself among them, feel better at the mere sight of a book."
688,"Eleanor Roosevelt,",6422,['confidence'],"You gain strength, courage and confidence by every experience in which you really stop to look fear in the face. You are able to say to yourself, 'I have lived through this horror. I can take the next thing that comes along.' You must do the thing you think you cannot do."
689,Robert Frost,6421,"['reading', 'writing']","No tears in the writer, no tears in the reader. No surprise in the writer, no surprise in the reader."
690,Jonathan Safran Foer,6420,"['happiness', 'sadness']",You cannot protect yourself from sadness without protecting yourself from happiness.
691,Albert Einstein,6417,"['adulthood', 'success', 'value']",Try not to become a man of success. Rather become a man of value.
692,Neil Gaiman,6411,['6411 likes'],"Life is a disease: sexually transmitted, and invariably fatal."
693,"Jamie McGuire,",6410,"['best-friends', 'heartbreak', 'love']","To douchebags!"" he said, gesturing to Brad. ""And to girls that break your heart,"" he bowed his head to me. His eyes lost focus. ""And to the absolute fucking horror of losing your best friend because you were stupid enough to fall in love with her."
694,Dr. Seuss,6406,"['fantasy', 'humor']","Fantasy is a necessary ingredient in living, it's a way of looking at life through the wrong end of a telescope."
695,"Arthur Conan Doyle,",6406,['inspirational'],"When you have eliminated all which is impossible, then whatever remains, however improbable, must be the truth."
696,Dr. Seuss,6404,['seuss'],Why fit in when you were born to stand out?
697,"Sarah Dessen,",6402,"['just-litsen', 'sarah-dessen', 'time']",There comes a time when the world gets quiet and the only thing left is your own heart. So you'd better learn the sound of it. Otherwise you'll never understand what it's saying.
698,"Oscar Wilde,",6393,"['love', 'romance']",The very essence of romance is uncertainty.
699,Nora Ephron,6388,"['courage', 'empowerment', 'self-determination', 'women']","Above all, be the heroine of your life, not the victim."
700,Oscar Wilde,6373,['truth'],"Man is least himself when he talks in his own person. Give him a mask, and he will tell you the truth."
701,Daphne du Maurier,6371,['6371 likes'],"But luxury has never appealed to me, I like simple things, books, being alone, or with somebody who understands."
702,Winston S. Churchill,6367,['truth'],"Men occasionally stumble over the truth, but most of them pick themselves up and hurry off as if nothing ever happened."
703,"Daphne Rae,",6365,['misattributed-to-mother-teresa'],"I have found the paradox, that if you love until it hurts, there can be no more hurt, only more love."
704,Oprah Winfrey,6361,"['experience', 'inspirational', 'pain', 'wisdom', 'wounds']",Turn your wounds into wisdom.
705,"Lemony Snicket,",6352,['funny'],"Everyone should be able to do one card trick, tell two jokes, and recite three poems, in case they are ever trapped in an elevator."
706,"David Sedaris,",6350,['sympathy'],If you're looking for sympathy you'll find it between shit and syphilis in the dictionary.
707,"John Steinbeck,",6343,['6343 likes'],I wonder how many people I've looked at all my life and never seen.
708,"Cassandra Clare,",6342,"['dictionary', 'fun', 'humor', 'isabelle-lightwood', 'jace-wayland']","That does it,"" said Jace. ""I'm going to get you a dictionary for Christmas this year."
709,"John Green,",6338,"['awesomeness', 'funny']",They love their hair because they're not smart enough to love something more interesting.
710,"Suzanne Collins,",6332,"['hunger-games', 'katniss', 'peeta']","You're still trying to protect me. Real or not real,"" he whispers"
711,Friedrich Nietzsche,6320,"['love', 'madness']",There is always some madness in love. But there is also always some reason in madness.
712,Joseph Brodsky,6308,"['books', 'censorship', 'illiteracy', 'reading']",There are worse crimes than burning books. One of them is not reading them.
713,"Tahereh Mafi,",6306,"['books', 'power-of-words', 'reading']",I spent my life folded between the pages of books
714,"Cassandra Clare,",6304,"['jem-carstairs', 'will-herondale']",Remember when you tried to convince me to feed a poultry pie to the mallards in the park to see if you could breed a race of cannibal ducks?
715,Socrates,6303,"['inspiration', 'truth', 'wisdom']",The unexamined life is not worth living.
716,Pamela Redmond Satran,6291,['6291 likes'],A WOMAN SHOULD HAVE ...
717,"Sylvia Plath,",6286,"['importance', 'kiss', 'kissing']","Kiss me, and you will see how important I am."
718,"Emily Jane Brontë ,",6276,"['loss', 'love']","If all else perished, and he remained, I should still continue to be; and if all else remained, and he were annihilated, the universe would turn to a mighty stranger."
719,John Lennon,6263,"['beatles', 'men', 'women']","As usual, there is a great woman behind every idiot."
720,Walt Disney,6263,['6263 likes'],Laughter is timeless. Imagination has no age. And dreams are forever.
721,Marilyn Monroe,6253,"['attributed-no-source', 'girl', 'makeup', 'world']",Beneath the makeup and behind the smile I am just a girl who wishes for the world.
722,Friedrich Nietzsche,6252,"['corruption', 'dark-side', 'fighting', 'monsters', 'soul']","Whoever fights monsters should see to it that in the process he does not become a monster. And if you gaze long enough into an abyss, the abyss will gaze back into you."
723,Albert Einstein,6251,"['1955', 'curiosity', 'mystery', 'physics', 'science']","The important thing is not to stop questioning. Curiosity has its own reason for existence. One cannot help but be in awe when he contemplates the mysteries of eternity, of life, of the marvelous structure of reality. It is enough if one tries merely to comprehend a little of this mystery each day"
724,"Stephen Chbosky,",6236,['moi'],"I am very interested and fascinated how everyone loves each other, but no one really likes each other."
725,Haruki Marukami,6235,['expectation'],Whatever it is you're seeking won't come in the form you're expecting.
726,Gabriel Garcia Marquez,6234,['life-memories'],What matters in life is not what happens to you but what you remember and how you remember it.
727,Dr. Seuss,6228,['crazy'],Being crazy isn't enough.
728,Arthur C. Clarke,6218,"['distance', 'life', 'loneliness', 'qotd', 'sense-of-wonder', 'universe']",Two possibilities exist: either we are alone in the Universe or we are not. Both are equally terrifying.
729,Daniel Pennac,6206,"['books', 'reading', 'rights']",Reader's Bill of Right
730,"Ned Vizzini,",6198,"['depression', 'sadness', 'suicide']","I didn't want to wake up. I was having a much better time asleep. And that's really sad. It was almost like a reverse nightmare, like when you wake up from a nightmare you're so relieved. I woke up into a nightmare."
731,"Niccolò Machiavelli,",6197,['6197 likes'],"Everyone sees what you appear to be, few experience what you really are."
732,"Jhumpa Lahiri,",6194,['books'],That's the thing about books. They let you travel without moving your feet.
733,"John Green,",6189,"['amsterdam', 'freedom', 'sin']","Some tourists think Amsterdam is a city of sin, but in truth it is a city of freedom. And in freedom, most people find sin."
734,"J.R.R. Tolkien,",6188,"['compassion', 'justice', 'mercy']",Deserves it! I daresay he does. Many that live deserve death. And some that die deserve life. Can you give it to them? Then do not be too eager to deal out death in judgement. For even the very wise cannot see all ends.
735,"J.K. Rowling,",6177,['humor'],Percy wouldn't notice a joke if it danced naked in front of him wearing one of Dobby's hats.
736,George Carlin,6176,"['atheism', 'humor', 'life', 'religion']","Religion has actually convinced people that there's an invisible man living in the sky who watches everything you do, every minute of every day. And the invisible man has a special list of ten things he does not want you to do. And if you do any of these ten things, he has a special place, full of fire and smoke and burning and torture and anguish, where he will send you to live and suffer and burn and choke and scream and cry forever and ever 'til the end of time"
737,"Douglas Coupland,",6174,"['irony', 'life', 'loneliness']",Remember: the time you feel lonely is the time you most need to be by yourself. Life's cruelest irony.
738,"Edgar Allan Poe,",6156,"['faith', 'fool', 'humor', 'self-confidence', 'self-irony']",I have great faith in fools - self-confidence my friends will call it.
739,Albert Camus,6153,"['humanity', 'life', 'mankind', 'mortality']",Nobody realizes that some people expend tremendous energy merely to be normal.
740,Theodore Roosevelt,6124,"['inspirational', 'politics', 'presidential']","It is not the critic who counts; not the man who points out how the strong man stumbles, or where the doer of deeds could have done them better. The credit belongs to the man who is actually in the arena, whose face is marred by dust and sweat and blood; who strives valiantly; who errs, who comes short again and again, because there is no effort without error and shortcoming; but who does actually strive to do the deeds; who knows great enthusiasms, the great devotions; who spends himself in a worthy cause; who at the best knows in the end the triumph of high achievement, and who at the worst, if he fails, at least fails while daring greatly, so that his place shall never be with those cold and timid souls who neither know victory nor defeat."
741,Jim Morrison,6109,"['jim', 'life', 'morrison', 'pain', 'reality']","People are afraid of themselves, of their own reality; their feelings most of all. People talk about how great love is, but that’s bullshit. Love hurts. Feelings are disturbing. People are taught that pain is evil and dangerous. How can they deal with love if they’re afraid to feel? Pain is meant to wake us up. People try to hide their pain. But they’re wrong. Pain is something to carry, like a radio. You feel your strength in the experience of pain. It’s all in how you carry it. That’s what matters. Pain is a feeling. Your feelings are a part of you. Your own reality. If you feel ashamed of them, and hide them, you’re letting society destroy your reality. You should stand up for your right to feel your pain."
742,Plato,6106,"['intellect', 'philosophy']",Wise men speak because they have something to say; fools because they have to say something.
743,"Ray Bradbury,",6103,['writing'],You must stay drunk on writing so reality cannot destroy you.
744,"Oscar Wilde,",6098,"['books', 'morality', 'reading', 'writing']","Those who find ugly meanings in beautiful things are corrupt without being charming. This is a fault. Those who find beautiful meanings in beautiful things are the cultivated. For these there is hope. They are the elect to whom beautiful things mean only Beauty. There is no such thing as a moral or an immoral book. Books are well written, or badly written. That is all."
745,"William Goldman,",6091,"['life', 'pain']","Life is pain, highness. Anyone who says differently is selling something."
746,"Candace Bushnell,",6085,"['love', 'relationships']","Man may have discovered fire, but women discovered how to play with it."
747,Anthony G. Oettinger,6082,"['humor', 'misattributed-to-groucho-marx', 'time']",Time flies like an arrow; fruit flies like a banana.
748,Mark Twain,6077,['humor-satan'],"But who prays for Satan? Who, in eighteen centuries, has had the common humanity to pray for the one sinner that needed it most?"
749,"Suzanne Collins,",6074,['6074 likes'],Stupid people are dangerous.
750,Coco Chanel,6066,"['beauty', 'class', 'fashion', 'girls', 'women']",A girl should be two things: classy and fabulous.
751,"Carlos Ruiz Zafón,",6065,"['books', 'reading', 'truth']",Books are mirrors: you only see in them what you already have inside you.
752,"Veronica Roth,",6064,['6064 likes'],I have a theory that selflessness and bravery aren't all that different.
753,"Terry Pratchett,",6060,"['death', 'humor', 'life']","It is said that your life flashes before your eyes just before you die. That is true, it's called Life."
754,"Chuck Palahniuk,",6058,['love'],"What I want is to be needed. What I need is to be indispensable to somebody. Who I need is somebody that will eat up all my free time, my ego, my attention. Somebody addicted to me. A mutual addiction."
755,"Ray Bradbury,",6057,"['humour', 'individuality', 'science-fiction']","I have never listened to anyone who criticized my taste in space travel, sideshows or gorillas. When this occurs, I pack up my dinosaurs and leave the room."
756,"Christopher Paolini,",6057,"['books', 'christopher-paolini', 'eragon', 'good-reads']","Books are my friends, my companions. They make me laugh and cry and find meaning in life."
757,"Khaled Hosseini,",6051,"['fair', 'life']","It may be unfair, but what happens in a few days, sometimes even a single day, can change the course of a whole lifetime..."
758,Mahatma Gandhi,6035,"['anti-christian', 'christianity', 'christians', 'jesus-christ']","I like your Christ, I do not like your Christians. Your Christians are so unlike your Christ."
759,Irwin Shaw,6031,['6031 likes'],"There are too many books I haven’t read, too many places I haven’t seen, too many memories I haven’t kept long enough."
760,"Sylvia Plath,",6029,['life-choices-fig-trees'],"I saw my life branching out before me like the green fig tree in the story. From the tip of every branch, like a fat purple fig, a wonderful future beckoned and winked. One fig was a husband and a happy home and children, and another fig was a famous poet and another fig was a brilliant professor, and another fig was Ee Gee, the amazing editor, and another fig was Europe and Africa and South America, and another fig was Constantin and Socrates and Attila and a pack of other lovers with queer names and offbeat professions, and another fig was an Olympic lady crew champion, and beyond and above these figs were many more figs I couldn't quite make out. I saw myself sitting in the crotch of this fig tree, starving to death, just because I couldn't make up my mind which of the figs I would choose. I wanted each and every one of them, but choosing one meant losing all the rest, and, as I sat there, unable to decide, the figs began to wrinkle and go black, and, one by one, they plopped to the ground at my feet."
761,"Fyodor Dostoevsky,",6009,['6009 likes'],"Pain and suffering are always inevitable for a large intelligence and a deep heart. The really great men must, I think, have great sadness on earth."
762,Audrey Hepburn,6004,['laughter'],"I love people who make me laugh. I honestly think it's the thing I like most, to laugh. It cures a multitude of ills. It's probably the most important thing in a person."
763,"Paul Auster,",5998,"['books', 'reading']","Reading was my escape and my comfort, my consolation, my stimulant of choice: reading for the pure pleasure of it, for the beautiful stillness that surrounds you when you hear an author's words reverberating in your head."
764,J.K. Rowling,5994,['books'],"Books are like mirrors: if a fool looks in, you cannot expect a genius to look out."
765,"C.S. Lewis,",5985,['god-religion-house'],"Imagine yourself as a living house. God comes in to rebuild that house. At first, perhaps, you can understand what He is doing. He is getting the drains right and stopping the leaks in the roof and so on; you knew that those jobs needed doing and so you are not surprised. But presently He starts knocking the house about in a way that hurts abominably and does not seem to make any sense. What on earth is He up to? The explanation is that He is building quite a different house from the one you thought of - throwing out a new wing here, putting on an extra floor there, running up towers, making courtyards. You thought you were being made into a decent little cottage: but He is building a palace. He intends to come and live in it Himself."
766,"Mark Twain,",5983,['writing'],The difference between th
767,"Nicholas Sparks,",5980,"['love', 'nicholas', 'nicholas-sparks', 'sparks', 'the-notebook']","My daddy said, that the first time you fall in love, it changes you forever and no matter how hard you try, that feeling just never goes away."
768,"Chuck Palahniuk,",5977,"['identity', 'originality']",Nothing of me is original. I am the combined effort of everyone I've ever known.
769,Winston S. Churchill,5977,"['hell', 'perseverance']","If you are going through hell, keep going."
770,"Marilyn Monroe,",5966,['5966 likes'],"I don't mind living in a man's world, as long as I can be a woman in it."
771,Mahatma Gandhi,5947,"['god', 'heart', 'humanity', 'inspirational', 'prayer', 'religion', 'souls', 'weakness']",Prayer is not asking. It is a longing of the soul. It is daily admission of one's weakness. It is better in prayer to have a heart without words than words without a heart.
772,Rumi,5941,['5941 likes'],Stop acting so small. You are the universe in ecstatic motion.
773,"Haruki Murakami,",5935,"['inspirational', 'love']","If you remember me, then I don't care if everyone else forgets."
774,"George Orwell,",5920,"['freedom', 'ignorance', 'inspirational', 'war']",War is peace
775,Bob Marley,5912,['5912 likes'],Some people feel the rain. Others just get wet.
776,"Lewis Carroll,",5911,['alice-s-adventures-in-wonderland'],"But I don’t want to go among mad people,"" Alice remarked"
777,"S.E. Hinton,",5904,"['lies', 'lying', 'self-deception', 'truth']",I lie to myself all the time. But I never believe me.
778,Nelson Mandela,5901,"['change', 'education']",Education is the most powerful weapon which you can use to change the world.
779,"Charles Bukowski,",5894,['5894 likes'],My ambition is handicapped by laziness
780,William Faulkner,5886,"['advocacy', 'dissent', 'protest', 'truth', 'truth-telling']","Never be afraid to raise your voice for honesty and truth and compassion against injustice and lying and greed. If people all over the world...would do this, it would change the earth."
781,"Suzanne Collins,",5871,"['inspirational', 'love']","What I need is the dandelion in the spring. The bright yellow that means rebirth instead of destruction. The promise that life can go on, no matter how bad our losses. That it can be good again."
782,Marilyn Monroe,5871,['5871 likes'],"The nicest thing for me is sleep, then at least I can dream."
783,"Paul McCartney,",5866,"['beatles', 'inspirational', 'live', 'love', 'music']","And, in the en"
784,John Green,5861,['nerdfighters'],"because nerds like us are allowed to be unironically enthusiastic about stuff. Nerds are allowed to love stuff, like jump-up-and-down-in-the-chair-can’t-control-yourself love it. Hank, when people call people nerds, mostly what they’re saying is ‘you like stuff.’ Which is just not a good insult at all. Like, ‘you are too enthusiastic about the miracle of human consciousness’."
785,"Paulo Coelho,",5860,['wisdom'],"The simple things are also the most extraordinary things, and only the wise can see them."
786,Leonardo da Vinci,5853,"['art', 'poetry']","Painting is poetry that is seen rather than felt, and poetry is painting that is felt rather than seen."
787,"Henry Rollins,",5846,"['life', 'love', 'relationships']","It hurts to let go. Sometimes it seems the harder you try to hold on to something or someone the more it wants to get away. You feel like some kind of criminal for having felt, for having wanted. For having wanted to be wanted. It confuses you, because you think that your feelings were wrong and it makes you feel so small because it's so hard to keep it inside when you let it out and it doesn't coma back. You're left so alone that you can't explain. Damn, there's nothing like that, is there? I've been there and you have too. You're nodding your head."
788,e.e. cummings,5836,['poetry'],To be nobody bu
789,Cassandra Clare,5833,['simon'],"I am a badass, and I recognize that you, too, are a badass."
790,Pablo Picasso,5833,"['art', 'attributed-no-source']",Every child is an artist. The problem is how to remain an artist once he grows up.
791,F. Scott Fitzgerald,5832,"['belonging', 'company', 'desires', 'literature', 'longings']","That is part of the beauty of all literature. You discover that your longings are universal longings, that you're not lonely and isolated from anyone. You belong."
792,"Charles Bukowski,",5832,['5832 likes'],You have to die a few times before you can reall
793,Oscar Wilde,5825,"['creation', 'god', 'humor', 'man']","I think God, in creating man, somewhat overestimated his ability."
794,Sigmund Freud,5820,['inspirational-quotes'],"One day, in retrospect, the years of struggle will strike you as the most beautiful."
795,"Neil Gaiman,",5812,['5812 likes'],"Everybody has a secret world inside of them. I mean everybody. All of the people in the whole world, I mean everybody — no matter how dull and boring they are on the outside. Inside them they've all got unimaginable, magnificent, wonderful, stupid, amazing worlds... Not just one world. Hundreds of them. Thousands, maybe."
796,Bette Davis,5812,"['clichés', 'double-standards', 'empowerment', 'feminism', 'gender', 'hypocrisy', 'misogyny', 'opinions', 'speaking-out', 'stereotypes', 'women']","When a man gives his opinion, he's a man. When a woman gives her opinion, she's a bitch."
797,Friedrich Wilhelm Nietzsche,5807,"['amorality', 'correct-way', 'individuality', 'my-way', 'only-way', 'right-way', 'the-way', 'your-way']","You have your way. I have my way. As for the right way, the correct way, and the only way, it does not exist."
798,"Antoine de Saint-Exupéry,",5796,['love'],"Love does not consist of gazing at each other, but in looking outward together in the same direction."
799,"Dale Carnegie,",5777,"['attitude', 'contentment', 'happiness', 'inspirational', 'life']",It isn't what you have or who you are or where you are or what you are doing that makes you happy or unhappy. It is what you think about it.
800,"John Green,",5776,['memories'],"The town was paper, but the memories were not."
801,"J.K. Rowling,",5772,['humor'],"You haven't got a letter on yours,"" George observed. ""I suppose she thinks you don't forget your name. But we're not stupid-we know we're called Gred and Forge."
802,"Suzanne Collins,",5771,['5771 likes'],I don't want to lose the boy with the bread.
803,Greg Behrendt,5767,"['busy', 'call', 'dating', 'dating-advice', 'faith', 'greg-behrendt', 'guys', 'he-s-not-just-into-you', 'love', 'marriage', 'romance', 'true']","If he’s not calling you, it’s because you are not on his mind. If he creates expectations for you, and then doesn’t follow through on little things, he will do same for big things. Be aware of this and realize that he’s okay with disappointing you. Don’t be with someone who doesn’t do what they say they’re going to do. If he’s choosing not to make a simple effort that would put you at ease and bring harmony to a recurring fight, then he doesn’t respect your feelings and needs. “Busy” is another word for “asshole.” “Asshole” is another word for the guy you’re dating. You deserve a fcking phone call."
804,"John Green,",5767,['looking-for-alaska'],"What is an ""instant"" death anyway? How long is an instant? Is it one second? Ten? The pain of those seconds must have been awful as her heart burst and her lungs collapsed and there was no air and no blood to her brain and only raw panic. What the hell is instant? Nothing is instant. Instant rice takes five minutes, instant pudding an hour. I doubt that an instant of blinding pain feels particularly instantaneous."
805,"Veronica Roth,",5764,['5764 likes'],Peter would probably throw a party if I stopped breathing.
806,Eleanor Roosevelt,5751,"['dreams', 'future', 'inspirational', 'misattributed-eleanor-roosevelt']",The future belongs to those who believe in the beauty of their dreams.
807,Winston S. Churchill,5743,"['humor', 'taste']",My tastes are simple: I am easily satisfied with the best.
808,"George Orwell,",5727,['animal-farm'],"All animals are equal, but some animals are more equal than others."
809,"Ursula K. Le Guin,",5717,['love'],"Love doesn't just sit there, like a stone, it has to be made, like bread; remade all the time, made new."
810,Mark Twain,5708,"['patriotism', 'politics']","Loyalty to country ALWAYS. Loyalty to government, when it deserves it."
811,Gabriel García Márquez,5705,['happiness'],No medicine cures what happiness cannot.
812,Agatha Christie,5705,['inspirational'],"I like living. I have sometimes been wildly, despairingly, acutely miserable, racked with sorrow; but through it all I still know quite certainly that just to be alive is a grand thing."
813,"John Green,",5702,"['john-green', 'the-fault-in-our-stars']","It's a metaphor, see: You put the killing thing right between your teeth, but you don't give it the power to do its killing."
814,Mother Teresa,5695,"['inspirational', 'love']","I am not sure exactly what heaven will be like, but I know that when we die and it comes time for God to judge us, he will not ask, 'How many good things have you done in your life?' rather he will ask, 'How much love did you put into what you did?"
815,"Haruki Murakami,",5682,"['healing', 'vulnerability']",What happens when people open their hearts?
816,"Sarah J. Maas,",5679,['5679 likes'],"You could rattle the stars,"" she whispered. ""You could do anything, if only you dared. And deep down, you know it, too. That’s what scares you most."
817,Friedrich Nietzsche,5666,"['art', 'chaos']",You must have chaos within you to give birth to a dancing star.
818,Jack Kerouac,5665,['5665 likes'],"Live, travel, adventure, bless, and don't be sorry."
819,"Cassandra Clare,",5664,"['chocolate', 'monsters']","Will looked horrified. ""What kind of monster could possibly hate chocolate?"
820,Albert Camus,5659,['attributed-no-source'],"Should I kill myself, or have a cup of coffee?"
821,"Suzanne Collins,",5657,['romantic'],My nightmares are usually about losing you. I'm okay once I realize you're here.
822,Maya Angelou,5655,"['1997', 'annie-clark-tanner-lecture', 'inspirational', 'love', 'trust']","I don't trust people who don't love themselves and tell me, 'I love you.' ... There is an African saying which is: Be careful when a naked person offers you a shirt."
823,"Oscar Wilde,",5654,"['drama', 'humor', 'plays']",I never travel without my diary. One should always have something sensational to read in the train.
824,F. Scott Fitzgerald,5646,['f-scott-fitzgerald'],"Show me a hero, and I'll write you a tragedy."
825,"Chuck Palahniuk,",5640,"['death', 'scars', 'tyler-durden']",I don't want to die without any scars.
826,Cicero,5640,['books'],"If you have a garden and a library, you have everything you need."
827,"William Shakespeare,",5628,"['music', 'romance', 'unrequited-love']","If music be the food of love, play on"
